,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
120,Erforderliches Messprodukt für Werte nach Typ 2 aus Backend,SG29,,,,,,Muss ([130] ⊻ [131] ⊻[132]) ∧ [135] ∧ [136] ∧[137] ∧ [139] ∧ [2050],
121,Erforderliches Messprodukt für Werte nach Typ 2 aus Backend,SG29,LIN,,,,,Muss,
122,Erforderliches Messprodukt für Werte nach Typ 2 aus Backend,SG29,LIN,1082,,,Positionsnummer,X [903],
123,Erforderliches Messprodukt für Werte nach Typ 2 aus Backend,SG29,LIN,1229,für Werte nach Typ 2 ausBackend,,,Z67,für Werte nach Typ 2 ausBackend
124,Erforderliches Messprodukt für Werte nach Typ 2 aus Backend,SG29,,,,,,,
125,Erforderliches Messprodukt für Werte nach Typ 2 aus Backend,SG29,,,,,,Muss,
126,Erforderliches Messprodukt für Werte nach Typ 2 aus Backend,SG29,PIA,,,,,Muss,
127,Erforderliches Messprodukt für Werte nach Typ 2 aus Backend,SG29,PIA,4347,,,,5,
128,Erforderliches Messprodukt für Werte nach Typ 2 aus Backend,SG29,PIA,7140,,,Produkt-Code,X [128],
129,Erforderliches Messprodukt für Werte nach Typ 2 aus Backend,SG29,PIA,7143,Z11,,Messprodukt,X,Messprodukt
130,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,,,,,,Muss [131] ∧ [135] ∧[136] ∧ [137] ∧ [138] ∧[2050],
131,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,,,,,,Muss [131] ∧ [135] ∧[136] ∧ [137] ∧ [138] ∧[2050],
132,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,LIN,,,,,Muss,
133,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,LIN,1082,,,Positionsnummer,X [903],
134,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,LIN,1229,Konfigurationserlaubnis fürWerte nach Typ 2 ausSMGW,,,Z68,Konfigurationserlaubnis fürWerte nach Typ 2 ausSMGW
135,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,,,,,,,
136,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,,,,,,Muss,
137,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,PIA,,,,,Muss,
138,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,PIA,4347,,,,5,
139,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,PIA,7140,,,Produkt-Code,X [129],
140,Erforderliches Produkt Konfigurationserlaubnis für Werte nach Typ 2 aus SMGW,SG29,PIA,7143,Z12,,Konfigurationsprodukt,X,Konfigurationsprodukt
141,oberer Schwellwert,SG29,,,,,,,
142,oberer Schwellwert,SG29,,,,,,Muss,
143,oberer Schwellwert,SG29,QTY,,,,,Muss,
144,oberer Schwellwert,SG29,QTY,6063,Z40,,oberer Schwellwert,X,oberer Schwellwert
145,oberer Schwellwert,SG29,QTY,6060,,,Menge,X [906] ∧ [962],
146,oberer Schwellwert,SG29,QTY,6411,VLT,,volt,X,volt
147,unterer Schwellwert,SG29,,,,,,,
148,unterer Schwellwert,SG29,,,,,,Muss,
149,unterer Schwellwert,SG29,QTY,,,,,Muss,
150,unterer Schwellwert,SG29,QTY,6063,Z41,,unterer Schwellwert,X,unterer Schwellwert
151,unterer Schwellwert,SG29,QTY,6060,,,Menge,X [906] ∧ [962],
152,unterer Schwellwert,SG29,QTY,6411,VLT,,volt,X,volt
153,Zieladresse URI,SG29,,,,,,,
154,Zieladresse URI,SG29,,,,,,Muss,
155,Zieladresse URI,SG29,FTX,,,,,Muss,
156,Zieladresse URI,SG29,FTX,4451,,,,Z17,
157,Zieladresse URI,SG29,FTX,4440,,,Zieladresse URI für dieBereitstellung der Werte,X,
158,Zieladresse URL,SG29,,,,,,,
159,Zieladresse URL,SG29,,,,,,Muss,
160,Zieladresse URL,SG29,FTX,,,,,Muss,
161,Zieladresse URL,SG29,FTX,4451,,,,Z18,
162,Zieladresse URL,SG29,FTX,4440,,,Zieladresse URL,X,
163,Änderungsmöglichkeit der Konfiguration im SMGW,SG30,,,,,,Muss,
164,Änderungsmöglichkeit der Konfiguration im SMGW,SG30,,,,,,Muss,
165,Änderungsmöglichkeit der Konfiguration im SMGW,SG30,CCI,,,,,Muss,
166,Änderungsmöglichkeit der Konfiguration im SMGW,SG30,CCI,7059,Konfiguration im SMGW,,,Z54,Konfiguration im SMGW
167,Änderungsmöglichkeit der Konfiguration im SMGW,SG30,,,,,,,
168,Änderungsmöglichkeit der Konfiguration im SMGW,SG30,,,,,,Muss,
169,Änderungsmöglichkeit der Konfiguration im SMGW,SG30,CAV,,,,,Muss,
170,Änderungsmöglichkeit der Konfiguration im SMGW,SG30,CAV,7111,ZF3,,selbständigeÄnderungsmöglichkeiterforderlich,X,selbständigeÄnderungsmöglichkeiterforderlich
171,Abschnitts-Kontrollsegment,,,,,,,Muss,
172,Abschnitts-Kontrollsegment,,UNS,0081,und Summenteil,,,S,und Summenteil
173,Nachrichten-Endesegment,,,,,,,Muss,
174,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
175,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
