,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
138,Erforderliches Messprodukt der Messlokation,SG27,,,,,,Muss,
139,Erforderliches Messprodukt der Messlokation,SG27,PIA,,,,,Muss,
140,Erforderliches Messprodukt der Messlokation,SG27,PIA,4347,,,,5,
141,Erforderliches Messprodukt der Messlokation,SG27,PIA,7140,,,Messprodukt-Code,X [42] ∧ ([47] ∨ [48]),
142,Erforderliches Messprodukt der Messlokation,SG27,PIA,7143,Z11,,Messprodukt,X,Messprodukt
143,Erforderliche OBIS-Kennzahl der Messlokation,SG27,,,,,,,
144,Erforderliche OBIS-Kennzahl der Messlokation,SG27,,,,,,Muss [43],
145,Erforderliche OBIS-Kennzahl der Messlokation,SG27,PIA,,,,,Muss [43],
146,Erforderliche OBIS-Kennzahl der Messlokation,SG27,PIA,4347,,,,5,
147,Erforderliche OBIS-Kennzahl der Messlokation,SG27,PIA,7140,,,Erforderliche OBIS-Kennzahl derMesslokation,X,
148,Erforderliche OBIS-Kennzahl der Messlokation,SG27,PIA,7143,SRW,,OBIS-Kennzahl,X,OBIS-Kennzahl
149,Geldbetrag,SG29,,,,,,Muss,
150,Geldbetrag,SG29,,,,,,Muss,
151,Geldbetrag,SG29,MOA,,,,,Muss,
152,Geldbetrag,SG29,MOA,5025,203,,Positionsbetrag (ohne USt.),X,Positionsbetrag (ohne USt.)
153,Geldbetrag,SG29,MOA,5004,,,Geldbetrag,X [930],
154,Preisangaben,SG31,,,,,,Muss,
155,Preisangaben,SG31,,,,,,Muss,
156,Preisangaben,SG31,PRI,,,,,Muss,
157,Preisangaben,SG31,PRI,5125,CAL,,Berechnungspreis,X,Berechnungspreis
158,Preisangaben,SG31,PRI,5118,,,"Preis, Betrag",X [912],
159,Preisangaben,SG31,PRI,6411,DAY,,Tag,X,Tag
160,Abschnitts-Kontrollsegment,,,,,,,Muss,
161,Abschnitts-Kontrollsegment,,UNS,0081,und Summenteil,,,S,und Summenteil
162,Nachrichten-Endesegment,,,,,,,Muss,
163,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
164,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
