,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
102,Zählzeitdefinitionstyp,SG9,CAV,7110,,,BeschreibungZählzeitdefinitionstyp,,
103,Register der Zählzeitdefinition,SG8,,,,,,,
104,Register der Zählzeitdefinition,SG8,,,,,,,
105,Register der Zählzeitdefinition,SG8,SEQ,,,,,,
106,Register der Zählzeitdefinition,SG8,SEQ,1229,Z41,,Register derZählzeitdefinition,,Register derZählzeitdefinition
107,Referenz auf eine Zählzeitdefinition,SG8,,,,,,,
108,Referenz auf eine Zählzeitdefinition,SG8,,,,,,,
109,Referenz auf eine Zählzeitdefinition,SG8,RFF,,,,,,
110,Referenz auf eine Zählzeitdefinition,SG8,RFF,1153,Z27,,Code derZählzeitdefinition,,Code derZählzeitdefinition
111,Referenz auf eine Zählzeitdefinition,SG8,RFF,1154,,,Code der Zählzeitdefinition,,
112,Code des Zählzeitregister,SG9,,,,,,,
113,Code des Zählzeitregister,SG9,,,,,,,
114,Code des Zählzeitregister,SG9,CCI,,,,,,
115,Code des Zählzeitregister,SG9,CCI,7059,Z38,,Code desZählzeitregisters,,Code desZählzeitregisters
116,Code des Zählzeitregister,SG9,CCI,7037,,,Code des Zählzeitregisters,,
117,Schwachlastfähigkeit,SG9,,,,,,,
118,Schwachlastfähigkeit,SG9,,,,,,,
119,Schwachlastfähigkeit,SG9,CCI,,,,,,
120,Schwachlastfähigkeit,SG9,CCI,7059,Z10,,Schwachlastfähigkeit,,Schwachlastfähigkeit
121,Schwachlastfähigkeit,SG9,CCI,7037,Z59,,Nicht-Schwachlast fähig,,Nicht-Schwachlast fähig
122,Schaltzeitdefinition,SG8,,,,,,Muss [24],
123,Schaltzeitdefinition,SG8,,,,,,Muss [24],
124,Schaltzeitdefinition,SG8,SEQ,,,,,Muss,
125,Schaltzeitdefinition,SG8,SEQ,1229,Z69,,Schaltzeitdefinition,X,Schaltzeitdefinition
126,Code der Schaltzeitdefinition,SG9,,,,,,Muss,
127,Code der Schaltzeitdefinition,SG9,,,,,,Muss,
128,Code der Schaltzeitdefinition,SG9,CCI,,,,,Muss,
129,Code der Schaltzeitdefinition,SG9,CCI,7059,Z52,,Code derSchaltzeitdefinition,X,Code derSchaltzeitdefinition
130,Code der Schaltzeitdefinition,SG9,CCI,7037,,,Code der Schaltzeitdefinition,X [42],
131,Häufigkeit der Übermittlung,SG9,,,,,,,
132,Häufigkeit der Übermittlung,SG9,,,,,,Muss,
133,Häufigkeit der Übermittlung,SG9,CAV,,,,,Muss,
134,Häufigkeit der Übermittlung,SG9,CAV,7111,ZE0,,Häufigkeit derÜbermittlung,X,Häufigkeit derÜbermittlung
135,Häufigkeit der Übermittlung,SG9,CAV,7110,Z33,,einmalig zuübermittelndeausgerollte Definition,X,einmalig zuübermittelndeausgerollte Definition
136,Übermittelbarkeit der ausgerollten Schaltzeitdefinition,SG9,,,,,,,
137,Übermittelbarkeit der ausgerollten Schaltzeitdefinition,SG9,,,,,,Muss,
138,Übermittelbarkeit der ausgerollten Schaltzeitdefinition,SG9,CAV,,,,,Muss,
139,Übermittelbarkeit der ausgerollten Schaltzeitdefinition,SG9,CAV,7111,ZD5,,Übermittelbarkeit derausgerollten Definition,X,Übermittelbarkeit derausgerollten Definition
140,Übermittelbarkeit der ausgerollten Schaltzeitdefinition,SG9,CAV,7110,Z23,,elektronischübermittelbar,X,elektronischübermittelbar
141,Leistungskurvendefinition,SG8,,,,,,,
142,Leistungskurvendefinition,SG8,,,,,,,
143,Leistungskurvendefinition,SG8,SEQ,,,,,,
144,Leistungskurvendefinition,SG8,SEQ,1229,Z70,,Leistungskurvendefinition,,Leistungskurvendefinition
145,Code der Leistungskurvendefinition,SG9,,,,,,,
146,Code der Leistungskurvendefinition,SG9,,,,,,,
147,Code der Leistungskurvendefinition,SG9,CCI,,,,,,
148,Code der Leistungskurvendefinition,SG9,CCI,7059,Z59,,Code derLeistungskurvendefinition,,Code derLeistungskurvendefinition
149,Code der Leistungskurvendefinition,SG9,CCI,7037,,,Code derLeistungskurvendefinition,,
150,Häufigkeit der Übermittlung,SG9,,,,,,,
151,Häufigkeit der Übermittlung,SG9,,,,,,,
152,Häufigkeit der Übermittlung,SG9,CAV,,,,,,
153,Häufigkeit der Übermittlung,SG9,CAV,7111,ZE0,,Häufigkeit derÜbermittlung,,Häufigkeit derÜbermittlung
154,Häufigkeit der Übermittlung,SG9,CAV,7110,Z33,,einmalig zuübermittelndeausgerollte Definition,,einmalig zuübermittelndeausgerollte Definition
155,Übermittelbarkeit der ausgerollten Leistungskurvendefinition,SG9,,,,,,,
156,Übermittelbarkeit der ausgerollten Leistungskurvendefinition,SG9,,,,,,,
157,Übermittelbarkeit der ausgerollten Leistungskurvendefinition,SG9,CAV,,,,,,
158,Übermittelbarkeit der ausgerollten Leistungskurvendefinition,SG9,CAV,7111,ZD5,,Übermittelbarkeit derausgerollten Definition,,Übermittelbarkeit derausgerollten Definition
159,Übermittelbarkeit der ausgerollten Leistungskurvendefinition,SG9,CAV,7110,Z23,,elektronischübermittelbar,,elektronischübermittelbar
160,Nachrichten-Endesegment,,,,,,,Muss,
161,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
162,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
